tidak_baku,kata_baku
idpel,id pelanggan
komplen,komplain
gaguna,tidak berguna
bekali,bekal
waste,buang-buang waktu
dowlot,unduh
hot,panas
tranferan,transferan
tlng,tolonglah
ttd,tanda tangan
adm,admin
melalukan,melakukan
beda2,beda-beda
enter,masukan
rama,sama
ginian,begini
habistolong,habis tolong
makenya,pakai nya
loginlogin,login
ngeluh,mengeluh
toolong,tolong
7x,tujuh kali
goog,google
sndiri,sendiri
nyatolong,nya tolong
jelasmau,jelas mau
padhl,padahal
²,dua kali
ulanh,ulang
9x,sembilan kali
blackberry,handphone merk lain
noted,catat
trblokir,terblokir
hoax,berita bohong
2jt,dua juta rupiah
mind,pikirkan
as,sebagai
always,selalu
fyi,for your information
way,jalan
verification,verifikasi
mnunggu,menunggu
bcayg,bca yang
abisss,habis
apan,apa-apaan
ngalamin,mengalami
emailwa,email wa
bngsd,bangsat
pas2an,pas-pasan
mudahin,mudahkan
henti,berhenti
hadehh,waduh
sib,sip
jawabn,jawaban
boro²,boro- boro
ancur,hancur
nampilkan,tampil
30ribu,tiga puluh ribu rupiah
wkwkwkk,tertawa
bete,bosan
maning,lagi
karepmu,terserah kamu
indro,pelawak di indonesia
inbox,kotak masuk
antrean,antrian
loginya,login
adira,perusahaan keuangan
vertif,verifikasi
respond,respon
sala,salah
tidal,tidak
bagustapi,bagus tapi
sehrsnya,seharusnya
teross,terus
apple,handphone merk lain
terusmending,terus mending
dpt2,dapat
sdg,sedang
hbca,BCA
emai,email wa
gjelas,tidak jelas
jugaa,juga
memverifikasi,verifikasi
gmpang,gampang
ngandelin,andalkan
lemotnya,lambat
mll,melalui
dech,deh
perbangkan,perbankan
honor,handphone merk lain
magic,ajaib
v2,versi kedua
2000sms,dua ribu sms
telvon,telepon
bodong,palsu
keep,jaga
tranfers,transfer
money,uang
sjk,sejak
kang,bapak
qwerty,keyboard
pening,pusing
itnya,itu 
1k,seribu rupiah
prihal,perihal
snagat,sangat
manteb,mantap
nyambung,sambung
sekli,sekali
lai,sial
goodd,bagus tapi
done,selesai
lwat,lewat
tnggal,tanggal
vcall,video call
ngeribetin,ribet
wes,sudah
dtg,datang
modus,curi kesempatan
ndk,tidak
baget,banget
anjinggg,anjing
lenyap,hilang
padhal,padahal
2hr,dua hari
ketidak,tidak
nyamanan,nyaman
ribetga,ribet
gabis,tidak bisa
mimin,admin
nnya,nyaman
jajal,paksa
yatolong,ya tolong
ngabis²in,habisin
begtu,begitu
skalian,sekalian
bcabs,bca bisa
pertahan,pertahun
anjirrr,sialan
tayi,tai
aplikasih,aplikasi
kirm,kirim
dics,customer service
perbaik,perbaiki
5menit,lima menit
dk,tidak
muncul²,muncul-muncul
habissss,habis
bisatolong,bisa tolong
loginsudah,login sudah
ngentod,marah
tr,transfer
erorrr,error
10jt,sepuluh juta rupiah
rbu,ribu
teroooos,terus
focus,fokus
jempolkebawahwarnakulitcerah,tidak suka
apklikasi,aplikasi
kontollll,kontol
inih,ini
krg,kurang
kejelasannya,jelas
wajahkecewa,kecewa
lainlain,lain-lain
gatot,gagal total
hahahaa,tertawa
msuk2,masuk
srh,suruh
userid,user id
jempolkebawahwajahcemberutjempolkebawah,tidak suka
kasihmelipattangan,terima kasih
histori,history
pulsaaa,pulsa
payahhhh,payah
eroor,error
verifikas,verifikasi
wkwkwk,tertawa
khusunya,khususnya
jempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawah,tidak suka
credit,kartu credit
kemakan,tersedot
release,rilis
ngadain,adakan
sepraktis,praktis
h1,hari pertama
dsuruh,disuruh
selnjutnya,selanjutnya
ribeet,ribet
sblmnya,sebelumnya
2jam,dua jam
belum2,belum 
terblokirgimana,terblokir bagaimana
hedeh,pusing
mulutolong,mulu tolong
tolomg,tolong
ikon,simbol
worth,layak
walupun,walaupun
videocall,video call
selular,seluler
mslh,masalah
mantaplah,mantap
rekning,rekening
mutasian,mutasi
hilangin,hilang
smstapi,sms tapi
veridikasi,verifikasi
tanyak,tanya
kehapus,terhapus
says,kata
samoe,sama
emosiii,emosi
open,buka
14k,empat belas ribu rupiah
smskalau,sms kalau
dikirim²,dikirim
kenap,kenapa
joooos,mantap
karuan,jelas
ribettttttt,ribet
madmin,admin
hehehe,tertawa
nurul,nalar
gan,pak
wajahdengantanganmenutupmulutwajahdengantanganmenutupmulut,diam
coba²,coba-coba
lawas,lama
awam,umum
oren,orange
trm,terima
lagi2,lagi-lagi
brooo,pak
dih,ih
ksni,kesini
enk,enak
skarang,sekarang
trimakasi,terima kasih
angel,susah
lagiii,lagi
kmaren,kemarin
70rb,tujuh puluh ribu rupiah
gojek,aplikasi transportasi
logintransaksi,login transaksi
sekecewa,kecewa
cari2,cari-cari
oplas,operasi plastik
aktipkan,aktifkan
•kalo,kalau
•untuk,untuk
mf,maaf
apliaksi,aplikasi
truz,terus
bisabisanya,bisa-bisanya
idpassword,id password
bejad,bejat
logintolong,login tolong
contactless,kurang kontak
samapai,sampai
payletter,pay later
cache,sisa
sebut,menyebut
gold,emas
dikitdikit,sedikit-sedikit
wajahmenangiskeraswajahmenangiskeraswajahmenangiskeraswajahmenangiskeras,menyerah
trimkasih,terima kasih
msa,masa
keslahan,kesalahan
rekg,rekening
trobel,masalah
buru2,buru-buru
jempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerah,suka
trial,coba-coba
public,punlik
kc,kantor cabang
mnt,minta
hmmmm,diam
oi,hey
tggu,tunggu
pengin,ingin
ngeklik,menekan
𝐕𝐞𝐫𝐢𝐟𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚,verifikasi
𝐉𝐄𝐋𝐄𝐊,jelek
aplikasinyaa,aplikasi
mengupdate,update
singkron,sinkron
smsini,sms ini
sayah,saya
jgan,jangan
upt,kantor
4dulu,bintang 4 dulu
500k,lima ratus ribu rupiah
help,tolong
keknya,sepertinya
ck,cabang kantor
dulusoalnya,dulu soalnya
garibet,tidak ribet
kereeen,keren
buru²,buru-buru
zoom,diperbesar
wajahtersenyumlebarbermatahatiwajahtersenyumlebarbermatahatiwajahtersenyumlebarbermatahati,senang
bc,bca
rekomended,rekomendasi
iniiii,ini
jempol,suka
kekirim2,terkirim-kirim
ojo,jangan
ads,iklan
langkah²,langkah-langkah
parahhhhh,parah
may,mungkin
ssh,susah
baguscuma,bagus Cuma
lamaaaaa,lama
iphone,handphone merk lain
klian,kalian
mbl,mobile
sebel,kesal
fine,baik
kren,keren
dngan,dengan
srta,serta
adamohon,ada mohon
chek,cek
abis2in,menghabiskan
mksih,terima kasih
sekomplit,lengkap
org2,orang-orang
padaha,padahal
manado,nama kota
asw,anjing
sblm,sebelum
poll,penuh
wajahgembiraberuraiairmatawajahgembiraberuraiairmata,senang
double2,duplikat
grgr,gara-gara
normalnormal,normal normal
smspulsa,sms pulsa
hmm,pusing
bcapulsa,bca pulsa
kg,kah
pulsahadeh,pulsa hadeh
setalah,setelah
keterngan,keterangan
dpat,dapat
idpass,id pass
gui,grafik tampilan
ahh,ah
15x,lima belas kali
kesdot,tersedot
kesalah,kesalahan
bolak2,bolak-balik
daftr,daftar
mutermuter,pusing
kmi,kami
bangettt,banget
hmmm,biasa saja
scra,secara
5k,lima ribu
direset,reset
minbiar,biar
tmbh,tambah
kyknya,sepertinya
rata2,rata-rata
cuan,uang
trust,terpercaya
bangus,bagus
bls,balas
cr,cara
systemnya,sistemnya
lamban,lambat
jwb,jawab
niih,nih
bcadan,bca dan
sempet,sempat
passwordterus,password terus
duper,cepat
menyelsaikan,menyelesaikan
wifidata,wifi data
nich,nih
3hari,tiga hari
lol,tertawa
photo,foto
ngutang,melakukan hutang
inimau,ini mau
coba2,coba-coba
hese,rese
veritifikasi,verifikasi
sukaa,suka
perhari,per-hari
duitan,uang
gadapet,tidak dapat
harua,harus
ktr,ktp
fitut,fitur
merchant,toko
nyatapi,nya tapi
ajja,aja
blue,biru
camera,kamera
diversi,versi
sangan,sangat
standby,jaga-jaga
nyettt,bodoh
lemotttt,lambat
pam,spam
aktipasi,aktivasi
standard,standar
paraah,parah
difahami,dipahami
kerennnn,keren
bayat,bayar
recognition,pengenalan
kura,kira
hmpir,hampir
kta,kata
perna,pernah
wajahgembiradenganmatabahagiawajahgembiradenganmatabahagiawajahgembiradenganmatabahagia,senang sekali
keblok,blok
udahlah,sudahlah
smw,semua
kalopun,kalaupun
aktivitasi,aktivasi
melalu,melalui
35rb,tiga puluh lima ribu rupiah
sandinya,sandi
sesimple,simple
terkirimnya,terkirim-kirim
yamana,yang mana
dievaluasi,evaluasi
direstart,restart
topp,top
terbaikk,terbaik
perintahnya,perintah
dsrh,disuruh
instaludah,install sudah
terusdan,terus dan
sisain,sisakan
beribet,ribet
ngerasa,merasa
sla,selalu
munculkan,muncul
api,apa
ditmbah,ditambah
hbgi,hubungi
regestrasi,registrasi
kwalitasnya,kualitasnya
surih,suruh
contact,kontak
ditampilin,ditampilkan
𝙶𝙰,tidak
𝙺𝙴,ke
𝙶𝙰𝙳𝙰,tidak ada
ribetmau,ribet mau
darkmode,dark mode
4rb,empat ribu
idny,id nya
berhari²,berhari-hari
dahlah,sudahlah
bisal,misalnya
favorite,favorit
pokoke,pokoknya
kekuras,terkuras
ulang²,berulang kali
ckup,cukup
gaes,teman-teman
isa,bisa
5rb,lima ribu rupiah
tenan,banget
kurleb,kurang lebih
bcatelp,bca telepon
split,dibagi
isaku,aplikasi i-saku
mantabb,mantap
mebantu,membantu
ngeload,memuat
aktivasipas,aktivasi pas
hadeeeh,pusinh
sekadar,sekedar
grab,aplikasi transportasi
arahin,arahkan
too,juga
kedeteksi,terdeteksi
bpjstk,bpjs tenaga kerja
tambakan,tambahkan
ats,atas
nm,nama
ppn,pajak
nd,tidak
finally,akhirnya
muluk,mulu
perifikasi,verifikasi
fiktur,fitur
kereeennn,keren
bangetudh,banget sudah
mantapjempolkeatasjempolkeatasjempolkeatas,mantap
pmbayaran,pembayaran
mks,terima kasih
bcakenapa,bca kenapa
experience,pengalaman
gandos,mantap
bagustpi,bagus tapi
terkirim2,terkirim-kirim
ulangga,ulang
gonta,ganti
flaz,kartu e-money bank bca
star,bintang
trmksh,terima kasih
trpotong,terpotong
management,manajemen
mengkonfirmasi,konfirmasi
bebankan,beban
konfirm,konfirmasi
mengesalkan,kesal
baaank,bank
excelent,sempurna
sprt,seperti
bcakey,bca key
dualsim,dual sim
dminta,diminta
shg,sehingga
qrish,qris
tnpa,tanpa
5tahun,lima tahun
useless,kurang berguna
manager,manajer
updat,update
bgd,banget
verry,sangat
seperi,seperti
satuin,satukan
passwd,password
atmnya,atm nya
bcabiar,bca biar
keisi,terisi
diinfo,di info
rubah,ubah
dftrin,daftarin
pic,orang yang bertanggung jawab
dpn,depan
mudah2n,mudah-mudahan
sajakalau,saja kalau
wajahtersenyumlebarbermatahatiwajahtersenyumdengan3hati,gembira
bgini,begini
aplikasiga,aplikasi nya
bagua,bagus
bcaatau,bca atau
kouta,kuota
max,maksimal
koment,komentar
smakin,semakin
padahl,padahal
dlaam,dalam
veripikasi,verifikasi
bangetpadahal,banget padahal
hbisin,habiskan
menggunaka,menggunakan
ketelen,tertelan
eeeh,eh
diverivikasi,di verifikasi
2x24,dua hari
nmer,nomor
estatment,perumahan
pindah2,pindah-pindah
thks,terima kasih
didaftar,daftar
diaktifin,aktif
dihubungin,hubung
menghungi,menghubungi
ecomerce,e-commerce
mager,malas gerak
senada,selaras
mindahin,pindahkan
koeta,kuota
ngasik,ngasih
loginmalah,login malah
knp2,kenapa-kenapa
aplilasi,aplikasi
buagus,bagus
lgs,langsung
cos,pengeluaran
ulogin,login
designnya,desain
main2,main-main
before,sebelum
kou,kuota
smsjadi,sms jadi
fitir,fitur
spti,seperti
diaktifasi,diaktivasi
duluribet,dulu ribet
gratiskan,gratis
paswoord,password
samgat,sangat
terblokirdan,terblokir dan
hiya,tertawa
hatimerahhatimerahhatimerah,cinta
cepetan,lekas
unfaedah,tidak berfedah
capek2,capek-capek
hatihati,hati-hati
fres,segar
import,impor
over,berakhir
re,ulang
sdah,sudah
goodbye,selamat tinggal
cardlessnya,kurang kartu
official,resmi
gbu,god bless you
userfriendly,user friendly
fingerscan,sidik jari
going,akan
add,menambahkan
wajahtersenyumlebarbermatahatiwajahtersenyumlebarbermatahati,gembira
woilah,ayolah
anjiirr,anjir
apkk,aplikasi
sekaliterutama,sekali terutama
jobb,pekerjaan
fammmy,keluarga
memmberyy,member
mantappjempolkeatasjempolkeatasjempolkeatas,sangat suka
kesempatanpengguna,kesempatan pengguna
cewe,perempuan
mbknya,mba nya
membamtu,membantu
dihari,di hari
syuliiit,sulit
pooolll,penuh
manatap,mantap
topbgt,top banget
dimata,di mata
perosesuang,proses uang
clam,klaim
poket,kantong
ntd,mantap
pokokx,pokok nya
responx,respon nya
makasihh,terima kasih
minmau,admin mau
masukkita,masuk kita
pentujuk,petunjuk
stengah,setengah
lahmasa,lah masa
iniorangtepukjidat,capek
vidiocall,video call
jelekkkkkkk,jelek
troble,masalah
menuu,menu
etf,transfer
lupaan,lupa
buatdaftar,buat daftar
mndiri,mandiri
vrefikasi,verifikasi
tarus,terus
wajahberkedipjempolkeatas,oke
hti2,hati-hati
oaket,paket
berhati2,berhati-hati
sepengatuan,sepengetahuan
perbaikimelipattangan,terima kasih
kemudah,mudah
jumblahkan,jumlah
pointnya,point
veriv,verifikasi
pertanggung,pertanggung jawaban
bertanggungjawab,bertanggung jawab
dahal,padahal
still,masih
few,beberapa
shortcomings,kedatangan pendek
four,empat
stars,bintang
downside,turun
that,itu
slow,lambat
even,bahkan
though,sulit
have,mempunyai
given,memberikan
permission,izin
didnt,tidak
hopefully,berharap
upskesalahan,ups kesalahan
claim,klaim
besokannya,besok
masukdaftar,masuk daftar
ngebut,cepat
moaimoaimoaimoaimoai,biasa saja
caranyah,caranya
apak,apa
ketemutambah,ketemu tambah
membantuku,membantu
makaaih,terima kasih
loginyaaa,login nya
mbankingnyaaa,mobile banking nya
problemm,masalah
wajahbingung,bingung
masukserius,masuk serius
veryp,verifikasi
teruspayah,terus payah
dsini,disini
soa,biasa saja
adminwajahkecewa,admin wajah kecewa
jelekmendingan,jelek mendingan
masukk,masuk
gajelasss,tidak jelas
ngetes,menguji
saldonyapadahal,saldonya padahal
terkirimkenapa,terkirim kenapa
mmtap,mantap
kejaringan,jaringan
singit,sangat
sklas,sekilas
naajissss,najis
mahal²,mahal-mahal
ancurrr,hancur
ngppet,ngepet
nelepon,telepon
datengin,datang
maen,main
praktisis,praktis
kenapaa,kenapa
gajdiii,tidak jadi
mmbantu,membantu
manta,mantap
aktivin,aktifkan
sbntr²,sebentar-bentar
oulsa,pulsa
fitus,fitur
ovogopayshoppay,ovo gopay shopee pay
permudahtanpa,permudah tanpa
19rb,sembilan belas ribu rupiah
zooonnkkk,kosong
berhasilkoneksi,berhasil koneksi
okgiliran,oke giliran
masuksuruh,masuk suruh
lagi3,lagi-lagi
berturut2gembell,berturut-turut
access,akses
awak,saya
melipattanganwajahgembiradenganmatabahagia,senang sekali
1x24jam,satu hari
mybcaitu,mybca itu
gantieh,ganti 
kartukurang,kartu kurang
upgrede,upgrade
150rb,seratus lima puluh ribu rupiah
saatsaat,saat-saat
sialnya,sial
gendeng,bodoh
balas2,balas
munkin,mungkin
pikir2,pikir-pikir
naruh,taruh
tanyasemenjak,tanya semenjak
resetmybca,reset mybca
payliter,pay later
wajahmengantukwajahmengantuk,capek
updetan,update
menyusahkanunistall,menyusahkan uninstall
lamacepet,lama cepat
aplikasiorangtepukjidatorangtepukjidat,capek
sbnerny,sebenarnya
wajahbosan,wajah bosan
rusakk,rusak
lagidikarenakan,lagi dikarenakan
smsterimakasih,sms terima kasih
ruwettttttt,ribet
sekang2,sekarang
lodingsaat,loading saat
aplikasiabis,aplikasi habis
dapatabis,dapat habis
qristau,qris tau
bca2,bca
dongmelipattanganwarnakulitcerahkenapa,terima kasih
upadte,update
12gb,dua belas giga
perasaanini,perasaan ini
ribetcuma,ribet Cuma
3juta,tiga juta rupiah
bnrin,benerin
wajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hati,senang
fword,teruskan
bnar,benar
lmaaaaaaaaaa,lama 
tunjukin,tunjukkin
buanget,banget
lemoy,lambat
rilia,rilis
perbaikk,perbaiki
muluk2,muluk-muluk
penting2,penting-penting
kesalanan,kesalahan
nominall,nominal
hatihatihatihatipusingberkilaubintangbersinarbintangbersinarbintangbersinarmemothankyou,terima kasih
bcamawar,bca mawar
bagibagi,bagi-bagi
zatat,catat
pokokejempolkeatas,suka sekali
waduuh,waduh
ooops,waduh
xtwitter,x twitter
ajamasalahnya,aja masalahnya
hariwajahmenangiskeraswajahmenangiskeraswajahmenangiskeras,menyesal
bobrokapiapi,hancur
kaksaya,kak saya
tanyastelah,tanya stelah
onlinesaya,online saya
50knapa,lima puluh ribu kenapa
sayamelipattangan,terima kasih
lancaramin,lancar amin
dikirim2,dikirim-kirim
alian,kalian
salahmasuk,salah masuk
bisagiliran,bisa giliran
gabisakn,tidak bisa
anehcoba,aneh coba
tibagimana,tiba bagaimana
kagaa,tidak
laaah,lah
trangsaksincepat,transaksi cepat
gabisasaya,tidak bisa saya
disuru,disuruh
penggunaannyajempolkeatas,mantap
monyeett,monyet
fullin,penuhin
akuwajahmenangispriatepukjidatwarnakulitcerah,capek
seringsering,sering-sering
lenganrobotwajahtersenyumlebarbermatahati,senang
jempolkeatasmelipattanganmelipattangan,terima kasih
2mgu,dua minggu
yakali,ya kali
1bln,satu bulan
𝙖𝙥𝙠,aplikasi
𝙖𝙢𝙞𝙣𝙣melipattangan,terima kasih
sihtiap,sih tiap
sendiritolong,sendiri tolong
cobadan,coba dan
bisaga,bisa tidak
apabuat,apa buat
bukawajahmenangiskeras,
bjir,waduh
lainnon,lain
kwalitas,kualitas
mcommerse,e-commerce
paylaterku,pay later
okjuga,oke juga
bagusfitur,bagus fitur
lengkapsaran,lengkap saran
diaplikasinya,di aplikasi nya
siyalan,sialan
quota,kuota
150gb,seratus lima puluh giga
jatringan,jaringan
everybody,semuanya
happpy,senang
bankcoba,bank coba
lagisisanya,lagi sisanya
whatshap,whatsapp
moblie,mobile
reinstal,reinstall
nudah,sudah
praktisss,praktis
ngijinin,diizinkan
mutasii,mutasi
truble,masalah
pu,pekerjaan umum
sarabaya,surabaya
prepikasi,verifikasi
wajahpdhal,wajah padahal
dapatin,dapatkan
otppadahal,otp padahal
sinyl,sinyal
bnykudah,banyak sudah
isiv,isi
iniregristasi,ini regristasi
donag,donasi
wajahtanpaekspresiwajahtanpaekspresi,diam saja
terbaikjempolkeatasnilaiseratus,suka sekali
trjadi,terjadi
bnrinternet,benar internet
bosmasalahnya,bos masalahnya
opss,waduh
kmren2,kemarin-kemarin
kira²,kira-kira
kebapa,kenapa
begituh,begitu
bagustpko,bagus tapi kok
maintanance,maintenance
kepeding,tertahan
16juni,enam belas juni
nyq,nya
kacauuuuu,kacau
bused,waduh
pukkima,menyebalkan
limitnyaterima,limit nya terima
akundan,aku dan
verifnya,verifikasi nya
dengam,dengan
bapukkk,jelek
kakmakasih,kak terima kasih
akunny,akun nya
wajahkelelahan,capek
mengatakn,mengatakan
kesalahanmaksudnya,kesalahan maksudnya
apadi,apa di
dooong,dong
lahmanfaat,lah manfaat
tibaakun,tiba akun
bukamlh,buka malah
mengangu,mengganggu
tiken,token
kmahaln,kemahalan
belisoal,beli soal
ajagaada,aja tidak ada
transfern,transferan
pakenyawajahmengantuk,
bukaterjadi,buka terjadi
bisajd,bisa jadi
mbingking,mobile banking
embenking,mobile banking
bjsa,bisa
ortunya,orang tua nya
meluluh,hilang
pertimbangkn,pertimbangkan
updateny,update nya
uɐʞʇlnʎuǝɯ,menyakitkan
ʞɐpᴉʇ,tidak
ɐƃoɯǝs,semoga
¡¿¿¿¿¿¿¿¿,bertanya
anehhhbukanya,aneh bukannya
parahhhhhhh,parah
updatetetapi,update tetapi
apdetcapek,update capek
nonshift,tidak shift
cuti,libur
keluardan,keluar dan
sebelumnta,sebelumnya
wajahdenganalisterangkatwajahdenganalisterangkatwajahdenganalisterangkat,biasa saja
telepon2,telepon
nyampek,saampai
livinkalau,livin kalau
euyy,halo
kumaha,bagaimana
kot,kota
satengah,setengah
akssss,biasa saja
loginpadahal,login padahal
bcabeda,bca beda
nothing,tidak ada apa apa
nebeng,menumpang
rekeneing,rekening
sisah,sisa
jado,jadi
biayadan,biaya dan
simpenan,simpanan
diseabank,di sea bank
geratis,gratis
mmng,memang
mantaaplah,mantap
kirimgimana,kirim bagaimana
atasnya,atas
gwa,saya
yee,kesal
bermasalahterjadi,bermasalah terjadi
masukbolak,masuk bolak
tetapikan,tetapi kan
sudah2,sudah-sudah
brimobrimo,aplikasi bank lain
dimybca,di mybca
fingerprintjmn,sidik jari
kenapaaa,kenapa
nahhh,nah
bguus,bagus
lalot,lambat
ginimales,begini malas
aplikasinyakasih,aplikasinya kasih
fill,isi
just,hanya
marchent2,toko
sendiriwajahtersenyumlebardanmatatertutup,suka sekali
jelek2,jelek
apadeh,apa sih
2hri,dua hari
skai,suka sekali
nora,norak
puter2,memutar
ekseklusif,eksklusif
stahun,setahun
mingguupdate,minggu update
wajahmenguaphoahhh,capek
5bulanmau,5 bulan mau
payleterdh,paylater 
regislogin,registrasi login
priatepukjidatpriatepukjidatpriatepukjidat,capek
persulitdah,persulit 
inklo,ini kalau
sbulan,sebulan
hilanghilang,hilang
dipencet,ditekan
dongmelipattanganwajahgembira,senang
moto2scan,foto scan
ikut2an,ikut-ikutan
ocehan,kata-kata marah
kebanyakannn,kebanyakan
perbaikitanganmendorongkekanantanganmendorongkekiri,bingung
bgtverfikasi,banget verifikasi
blokadehhh,capek
friendlycuma,friendly Cuma
berturutturutada,berturut turut ada
ayooolah,ayolah
yaaahh,yah
mlam,malam
waswas,was was
orangtepukjidatorangtepukjidat,terima kasih
buseeeettt,buset
regkening,rekening
ngeliat,melihat
updateeee,update
muluu,mulu
sesekali,sekali-kali
terusssss,terus
lainnyainstan,lainnya instan
cashnya,cash nya
terbarusetelah,terbaru setelah
erroroooppp,error
ubdate,update
siapanya,siapa nya
gilakkk,gila
dilawan,di lawan
sopnyaa,supaya
bgttttt,banget
brow,halo
pakk,pak
sering²,sering-sering
bertrasaksi,bertransaksi
terusfungsinya,terus fungsinya
cobaupdate,coba update
kerjaseminggu,kerja seminggu
teu,tidak
cicing,kakak
vaham,paham
elor,error
manpaat,mantap
bgi,bagi
gajikan,gajihan
ernah,pernah
diacc,disetujui
sellau,selalu
sebelim,sebelum
engak,tidak
hsri,hari
prakerja,program pemerintah
ggk,anjing
upadate,update
keluarwajahlega,senang
mantav,mantap
mengguna,menggunakan
numpuk,menumpuk
mudah2,mudah 
bahil,bodoh
kendalatapi,kendala tapi
updateakhirnya,update akhirnya
tiba²apknya,tiba-tiba aplikasinya
sndri,sendiri 
ilangpas,hilang pas
lagitolong,lagi tolong
canggihdi,canggih di
hadeehh,capek
diuptade,di update
mluu,mulu
kebnykan,kebanyakan
appliksi,aplikasi
kelog,re-login
ajamuter,saja mutar
historis,historis
memuaskandibanding,senang
faham,paham
rpnya,rupanya
used,digunakan
funcrion,fungsi
sekalingak,sekali tidak
sangatt,sangat 
puass,puas
tetjadi,terjadi
pedahal,padahal
wajahdenganmataberbentukbintang,
improved,dibuktikan
oopss,waduh
keganggu,terganggu
aplnya,aplikasinya kasih
sereng,sering
terpercays,terpercaya
tjuih,benci
troubel,masalah
junction,tikungan
servisdi,servis di
seleseiterima,selesei terima
bkerja,bekerja
erus,terus
kaligiliran,kali giliran
kebnyakan,kebanyakan
dimengertisukses,dimengerti sukses
masuknjuga,masukan juga
segerah,segera
terusdari,terus dari
veritikasi,verifikasi
mantuuuullll,sangat mantap
cleaning,membersihkan
info2,info
gabisakocak,tidak bisa kocak
ramahtertawaterbahakbahak,tertawa
mengenerate,generate
terbaekkkkk,terbaik
maff,maaf
potongn,potongan
bnykk,banyak
beralihh,beralih
pavoritku,favorit
lemit,lambat
thing,benda
simply,simpel
memasukn,memasukan
rekeningtiap,rekening tiap
tab,bagan
uakin,yakin
bcajempolkeatasjempolkeatasjempolkeatas,suka sekali
jgmy,juga my
minesny,kurang nya
sininya,sini nya
anjeng,anjing
terdebit,debit
bcadana,bca dana
cmng,cuman
apludah,apa sih
fsword,password
kartubyr,kartu bayar
puls,pulsa
lgmasukin,lagi masukin
jgterus,juga terus
za,saja
cooperatif,kooperatif
kie,begini 
kentangkamera,kentang kamera
hd,high definition
bisayadh,bisa
eeeeh,eh
awaludah,awal sudah
nyaudah,nya sudah
haduuuuh,haduh
emaaaa,memang
rekeningnama,rekening nama
bertaqwa,bertakwa
resinomor,resi nomor
response,respon
euy,ya
jebot,robot
ditolakoke,ditolak oke
downloadga,download nya
guudddddd,bagus
dibutuhin,dibutuhkan
anjingbangetttt,anjing banget
ngecewain,mengecewakan
bisadi,bisa di
bisajaringan,bisa jaringan
bermasalahpakai,bermasalah pakai
muter2tolong,disitu-situ saja tolong
saldotapi,saldo tapi
terustolong,terus tolong
hbz,habis
lahcuman,lah cuman
transfer²,transfer-transfer
muluuuuu,mulu
handling,menangani
ow,oh
giliram,giliran
kendalasekarang,kendala sekarang
bisamohon,bisa mohon
kakkenapa,kak kenapa
sytemnyaa,sistem nya
